match_id,skill_label,avg_rank_tier,cluster,region,duration_s,start_time,patch,leaver,status,bytes,seconds,valid_dem,run_id
8912751709,low,44.0,274.0,EUROPE,1908.0,1784973791.0,60.0,ok,ok,38387117,2.5,True,eu_500
8912751610,low,44.0,272.0,EUROPE,2139.0,1784973785.0,60.0,ok,ok,50032149,15.7,True,eu_500
8912751552,low,44.0,182.0,STOCKHOLM,2383.0,1784973780.0,60.0,ok,ok,56566457,4.7,True,eu_500
8912906130,high,51.0,153.0,SINGAPORE,2569.0,1784980985.0,60.0,ok,ok,57105745,3.0,True,holdout_100
8912903021,low,13.0,152.0,SINGAPORE,2005.0,1784980861.0,60.0,ok,ok,40698252,4.2,True,holdout_100
8912902891,low,13.0,152.0,SINGAPORE,2786.0,1784980840.0,60.0,ok,ok,56063793,28.1,True,holdout_100
8912905012,low,14.0,153.0,SINGAPORE,2566.0,1784980932.0,60.0,ok,ok,52087388,22.0,True,holdout_100
8912904913,high,51.0,152.0,SINGAPORE,3308.0,1784980930.0,60.0,ok,ok,76211372,79.3,True,holdout_100
8912903540,low,14.0,152.0,SINGAPORE,2929.0,1784980882.0,60.0,ok,ok,59913172,4.3,True,holdout_100
8912904559,high,51.0,154.0,SINGAPORE,3194.0,1784980925.0,60.0,ok,ok,71681370,6.5,True,holdout_100
8912906167,low,15.0,153.0,SINGAPORE,2355.0,1784980991.0,60.0,ok,ok,52398309,9.6,True,holdout_100
8912904474,high,51.0,151.0,SINGAPORE,1962.0,1784980916.0,60.0,ok,ok,40637427,20.9,True,holdout_100
8912904459,high,51.0,152.0,SINGAPORE,2972.0,1784980921.0,60.0,ok,ok,64463043,30.3,True,holdout_100
8912903957,high,51.0,153.0,SINGAPORE,2516.0,1784980896.0,60.0,ok,ok,54130580,33.4,True,holdout_100
8912903571,high,51.0,172.0,AUSTRALIA,2308.0,1784980880.0,60.0,ok,ok,50431551,30.7,True,holdout_100
8912904955,low,21.0,144.0,JAPAN,2453.0,1784980941.0,60.0,ok,ok,53284405,4.4,True,holdout_100
8912903260,high,51.0,152.0,SINGAPORE,1434.0,1784980865.0,60.0,ok,ok,29135689,2.0,True,holdout_100
8912903806,low,21.0,151.0,SINGAPORE,2293.0,1784980887.0,60.0,ok,ok,45235758,45.4,True,holdout_100
8912903234,high,51.0,145.0,JAPAN,3087.0,1784980846.0,60.0,ok,ok,63618802,4.3,True,holdout_100
8912903373,low,21.0,145.0,JAPAN,3088.0,1784980857.0,60.0,ok,ok,64073643,47.6,True,holdout_100
8912902723,low,21.0,153.0,SINGAPORE,3985.0,1784980851.0,60.0,ok,ok,91613445,54.7,True,holdout_100
8912906165,high,52.0,151.0,SINGAPORE,2341.0,1784980991.0,60.0,ok,ok,53632281,36.6,True,holdout_100
8912905594,low,22.0,152.0,SINGAPORE,2592.0,1784980965.0,60.0,ok,ok,56234848,4.4,True,holdout_100
8912904788,low,22.0,151.0,SINGAPORE,2484.0,1784980925.0,60.0,ok,ok,52277475,15.3,True,holdout_100
8912905928,high,52.0,153.0,SINGAPORE,4706.0,1784980976.0,60.0,ok,ok,111875677,6.4,True,holdout_100
8912904734,low,22.0,144.0,JAPAN,2277.0,1784980930.0,60.0,ok,ok,46369705,5.0,True,holdout_100
8912905443,low,23.0,153.0,SINGAPORE,2530.0,1784980960.0,60.0,ok,ok,55982895,46.1,True,holdout_100
8912903288,high,52.0,151.0,SINGAPORE,2896.0,1784980875.0,60.0,ok,ok,64087306,56.5,True,holdout_100
8912904735,low,23.0,144.0,JAPAN,2301.0,1784980930.0,60.0,ok,ok,46362427,3.4,True,holdout_100
8912903238,high,52.0,153.0,SINGAPORE,2035.0,1784980860.0,60.0,ok,ok,42740505,31.0,True,holdout_100
8912904545,low,23.0,152.0,SINGAPORE,2895.0,1784980910.0,60.0,ok,ok,62027960,35.2,True,holdout_100
8912904282,low,23.0,151.0,SINGAPORE,2708.0,1784980881.0,60.0,ok,ok,54589456,4.4,True,holdout_100
8912904804,high,53.0,152.0,SINGAPORE,3127.0,1784980935.0,60.0,ok,ok,71025743,5.8,True,holdout_100
8912904600,high,53.0,172.0,AUSTRALIA,2122.0,1784980926.0,60.0,ok,ok,44087791,6.9,True,holdout_100
8912905497,low,24.0,151.0,SINGAPORE,2972.0,1784980960.0,60.0,ok,ok,66983160,5.4,True,holdout_100
8912903448,high,53.0,152.0,SINGAPORE,1544.0,1784980881.0,60.0,ok,ok,33065855,16.9,True,holdout_100
8912903154,high,53.0,154.0,SINGAPORE,2417.0,1784980860.0,60.0,ok,ok,51612923,3.8,True,holdout_100
8912903335,low,24.0,153.0,SINGAPORE,2640.0,1784980875.0,60.0,ok,ok,54920264,3.6,True,holdout_100
